the_geom,cartodb_id,the_geom_webmercator,last_updated,_ds_write_method,access_direction,access_direction_cardinal,accessible,baby_change_facilities,bbq,boat_ramp,caravan_disposal,carriageway_code,carriageway_configuration,category,construction_date,description,distance_from,driver_reviver,emergency_phones,entry_taper,exit_taper,food_available,fuel_available,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,latitude,lga,light_vehicle_parking_capacity,light_vehicles_parking_type,lighting,link_no,litter_bins,longitude,lookout,ne_unique,pets_allowed,picnic_table,playground,power_outlets,power_supply,region,rest_area_name,rest_area_number,road_name,road_number,separated_parking_areas_light_heavy,shade,shelter,side_of_road,sign_non_potable,site_status,sports_ground,suburb,toilets,tourist_information,tree_shading,vehicle_type,water_supply_type,guid,responsible_authority
0101000020E61000003CA583F57FF7624095D4096822BC3DC0,12526,0101000020110F0000D728DE0CC71B704198C4DE8267784AC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,true,false,false,A1,,REST AREA,,,0.6km West of Glen Innes,false,false,,,false,false,,,-29.7349,SEVERN,,,false,0300,true,151.73437,false,"0000012,0300,A1",false,true,false,false,false,NORTHERN REGION,Glen Innes East Avenue,1922,FERGUSON STREET,0000012,false,false,true,RIGHT,false,,false,GLEN INNES,2,false,false,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,CB132C014D426912,COUNCIL
0101000020E6100000B7973446EB3B624050C763062AA33EC0,12527,0101000020110F0000B8D69822EEF86E41F25F8939675B4BC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A2,,PARKING AREA,,,86.29km North of Cobar,false,false,,,false,false,,,-30.63736,BOURKE,,,false,0100,true,145.87247,false,"0000421,0100,A2",false,false,false,false,false,WESTERN REGION,,687,COBAR-NR BOURKE RD,0000421,false,false,true,LEFT,false,,false,GUNDERBOOKA,0,false,false,HEAVY VEHICLES ONLY,NONE,2831EDCD2A143DE7,RMS
0101000020E6100000704221020E9A6240018750A5669F40C0,12528,0101000020110F00000A638F42D4986F4129CBA9C5B3F74DC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A3,,PARKING AREA,,,At Forbes Rd Turn Off,false,false,,,false,false,,,-33.24532,CABONNE,,,false,0040,true,148.81421,false,"0000061,0040,A3",false,false,false,false,false,WESTERN REGION,,1554,ORANGE-PARKES RD,0000061,false,true,true,LEFT,false,,false,BOREE,0,false,true,HEAVY VEHICLES ONLY,NONE,0ED3A595192DB90C,OTHER
0101000020E6100000B79C4B7155C162402BA4FCA4DAA73EC0,12529,0101000020110F00005DB04A6D8CDB6F419018427408604BC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,48.1km South of Narrabri (Newell Hwy),false,false,,,false,false,,,-30.65568,NARRABRI,,,false,0250,true,150.04168,false,"0000029,0250,A1",false,true,false,false,false,WESTERN REGION,Gins Leap,656,KAMILAROI HIGHWAY,0000029,false,true,true,LEFT,false,,false,BOGGABRI,0,false,true,LIGHT VEHICLES ONLY,NONE,EA5B1F40DA283CFD,RMS
0101000020E61000005019FF3EE33A6240F12E17F19DA840C0,12530,0101000020110F0000338320A82DF76E4111F272836D0A4EC1,2018-12-21 11:12:56+00,2,COUNTER,,false,false,false,false,false,A1,,PARKING AREA,,,40km from Hillston and  215km to Cobar,false,false,,,false,false,,,-33.31732,CARRATHOOL,,,false,0015,true,145.84024,false,"0000410,0015,A1",false,false,false,false,false,SOUTH WEST REGION,,1534,KIDMAN WAY,0000410,false,false,true,RIGHT,false,,false,WALLANTHERY,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,1E33B2DA4A0D6D2D,RMS
0101000020E610000073BA2C2636856240809A5AB6D64341C0,12531,0101000020110F00005B4C26C46C756F4122F799582F484FC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A2,,REST AREA,,,20km from Cootamundra and  29km to Young,false,false,,,false,false,,,-34.52999,COOTAMUNDRA-GUNDAGAI REGIONAL,,,true,0480,true,148.16286,false,"0000078,0480,A2",false,true,false,false,false,SOUTH WEST REGION,Mackay Park,307,OLYMPIC HIGHWAY,0000078,false,true,true,LEFT,false,,false,WALLENDBEEN,4,false,true,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,D4E6D3C9CCC80B90,COUNCIL
0101000020E6100000B4C876BE9FD262405D6DC5FEB28B3DC0,12532,0101000020110F0000541601F2EAF86F41AF73423B13494AC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,60.3km West of Inverell,false,false,,,false,false,,,-29.5457,GWYDIR,,,false,0510,true,150.582,false,"0000012,0510,A1",false,false,false,false,false,NORTHERN REGION,Warialda Saleyards,1827,GWYDIR HIGHWAY,0000012,false,false,true,RIGHT,false,,false,WARIALDA,2,false,false,LIGHT VEHICLES ONLY,NONE,EACE1DD575F5FFC3,COUNCIL
0101000020E6100000F67F0EF3E58D6240202922C32A3240C0,12533,0101000020110F0000ED8B651D2E846F41F42B9A19EA1A4DC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,22.5km from Dubbo (SH7),false,false,,,false,false,,,-32.39193,DUBBO REGIONAL,,,false,2790,true,148.43432,false,"0000017,2790,A1",false,true,false,false,false,WESTERN REGION,,585,NEWELL HIGHWAY,0000017,false,false,true,LEFT,false,,false,DUBBO,0,false,false,HEAVY VEHICLES ONLY,NONE,A19605A47AA7CC8E,RMS
0101000020E61000005322895E461A63408109DCBA9B3F3FC0,12534,0101000020110F0000CA88BDDE4F397041072C91F551F64BC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,true,true,false,false,false,B1,PHYSICAL SEPARATION,REST AREA,,,,false,false,,,false,false,,,-31.24847,PORT MACQUARIE - HASTINGS,,,true,2245,true,152.82109,false,"0000010,2245,B1",false,true,false,false,false,NORTHERN REGION,Barry's Creek Northbound,4125,PACIFIC HIGHWAY,0000010,false,false,false,LEFT,false,OPEN,false,COOPERABUNG,3,false,false,BOTH LIGHT AND HEAVY VEHICLES,,372B8176D8A2CC3B,RMS
0101000020E610000063D1747632D26240170E8464018B3DC0,12535,0101000020110F0000F8A4F05131F86F412EF475D965484AC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,true,false,false,A1,,REST AREA,,,0.7km West of Warialda,false,false,,,false,false,,,-29.54299,GWYDIR,,,false,0550,true,150.56866,false,"0000012,0550,A1",false,true,true,false,false,NORTHERN REGION,Warialda Apex Park,1825,MOREE ROAD,0000012,false,false,true,LEFT,false,,false,WARIALDA,2,false,false,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,A326D1CBD6C2BFAB,COUNCIL
0101000020E61000004E621058397A624058AD4CF8A5B63FC0,12536,0101000020110F0000A1A304EFC2626F41C58ECDCCDE6C4CC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,1.5km from Warren,false,false,,,false,false,,,-31.71347,WARREN,,,false,1150,true,147.8195,false,"0000011,1150,A1",false,false,false,false,false,WESTERN REGION,,1680,OXLEY HIGHWAY,0000011,false,false,true,LEFT,false,,false,WARREN,0,false,false,HEAVY VEHICLES ONLY,NONE,7BF4BEE10EF4CC68,RMS
0101000020E61000007593180456766240C3D8429083F641C0,12537,0101000020110F0000C281D644285C6F41C7431B2FDF5D50C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,0km from Jingellic and 43 km to Tumbarumba,false,false,,,false,false,,,-35.92589,SNOWY VALLEYS,,,true,0020,true,147.698,false,"0000085,0020,A1",false,true,true,false,false,SOUTH WEST REGION,,445,JINGELLIC RD,0000085,false,false,true,RIGHT,false,,false,JINGELLIC,0,false,false,LIGHT VEHICLES ONLY,NONE,CA2FF3CF31F6BF99,OTHER
0101000020E6100000B5E0455F41B56140371AC05B20E93FC0,12538,0101000020110F0000D1A24FBE30146E415178ECE0519F4CC1,2018-12-21 11:12:56+00,2,COUNTER,,false,false,false,false,false,A2,,INFORMAL PARKING AREA,,,54.6km West of Topar Roadhouse,false,false,,,false,false,,,-31.91065,UNINCORPORATED NSW,,,false,0385,false,141.66423,false,"0000008,0385,A2",false,false,false,false,false,WESTERN REGION,Stephens Creek Bridge,1330,BARRIER HIGHWAY,0000008,false,false,true,RIGHT,false,,false,BROKEN HILL,0,false,false,HEAVY VEHICLES ONLY,NONE,6EC560D484FD5443,RMS
0101000020E6100000BD18CA89767B6240A6D590B8C7AA3FC0,12539,0101000020110F000023EB51B8DD646F418A40694306614CC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,79km from Gilgrandra (4.3km N Warren),false,false,,,false,false,,,-31.66711,WARREN,,,false,1100,true,147.85822,false,"0000011,1100,A1",false,true,false,false,false,WESTERN REGION,Ewenma Waste Disposal Depot,1679,OXLEY HIGHWAY,0000011,false,true,true,RIGHT,false,,false,BEEMUNNEL,0,false,true,LIGHT VEHICLES ONLY,NONE,BDCE48B7D4FD0918,RMS
0101000020E6100000118DEE2076606240C2172653052B41C0,12540,0101000020110F00008E17F54B00376F416DB572E912154FC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A2,,REST AREA,,,79km from Narrandera and 57km to West Wyalong,false,false,,,false,false,,,-34.3361,COOLAMON,,,false,2370,true,147.01442,false,"0000017,2370,A2",false,true,false,false,false,SOUTH WEST REGION,Beckom Rest Area,1519,NEWELL HIGHWAY,0000017,false,true,true,LEFT,false,,false,BECKOM,2,false,true,BOTH LIGHT AND HEAVY VEHICLES,SOURCE UNKNOWN,B46929C8639F6270,RMS
0101000020E61000006DCA15DEE53F62408542041C420540C0,12541,0101000020110F000006187E51B0FF6E418B0AB51CC0C04CC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,93.8km North of Mount Hope,false,false,,,false,false,,,-32.04108,COBAR,,,false,0115,true,145.99681,false,"0000410,0115,A1",false,false,false,false,false,WESTERN REGION,,866,KIDMAN WAY,0000410,false,false,true,LEFT,false,,false,NYMAGEE,0,false,false,HEAVY VEHICLES ONLY,NONE,44F52A77D4B04FA2,RMS
0101000020E6100000DBBFB2D2A48462402EFF21FDF6F140C0,12542,0101000020110F0000DC124DEA75746F41868E0D1904A04EC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,West Grenfell,false,false,,,false,false,,,-33.89035,WEDDIN,,,false,0510,true,148.14512,false,"0000006,0510,A1",false,false,false,false,false,WESTERN REGION,,850,FORBES RD,0000006,false,false,true,RIGHT,false,,false,GRENFELL,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,3DDBA46B74C8938E,OTHER
0101000020E6100000E9B7AF03E71F6340C93CF207034F3DC0,12543,0101000020110F0000D51E1269173E7041FD453CF9E50D4AC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A2,MAIN CARRIAGEWAY,REST AREA,,,50.7km North of Grafton,false,false,,,false,false,,,-29.30864,RICHMOND VALLEY,,,false,0170,true,152.99695,false,"0000083,0170,A2",false,false,false,false,false,NORTHERN REGION,Whiporie,576,SUMMERLAND WAY,0000083,false,false,true,RIGHT,false,OPEN,false,WHIPORIE,1,false,false,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,75FA4AB100609904,RMS
0101000020E6100000320395F1EF7C62400057B263235C41C0,12544,0101000020110F00006852F7C75E676F41A2356505587A4FC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A4,,PARKING AREA,,,37km from Junee and  15km to Cootamundra,false,false,,,false,false,,,-34.71983,JUNEE,,,false,0380,true,147.90429,false,"0000078,0380,A4",false,true,false,false,false,SOUTH WEST REGION,Migurra Reserve,3043,OLYMPIC HIGHWAY,0000078,false,true,true,LEFT,false,,false,COOTAMUNDRA,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,2268F49463182341,COUNCIL
0101000020E6100000FCFB8C0B07A96240BD3AC780EC4142C0,12545,0101000020110F00009F27080F43B26F41B620F68542AD50C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,true,false,false,A1,,REST AREA,,,At Nimmitabel,false,false,,,false,false,,,-36.51503,SNOWY MONARO REGIONAL,,,true,1170,true,149.28211,false,"0000019,1170,A1",false,true,false,false,false,SOUTHERN REGION,Lake Williams Nimmtabel N/B,372,BOMBALA ST,0000019,false,true,true,LEFT,false,,false,NIMMITABEL,4,false,true,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,AD7B6049CA6B1E90,COUNCIL
0101000020E61000006DE7FBA9F11E6340FDF675E09C813CC0,12546,0101000020110F0000D152C508473D704193388BF39E4649C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A6,,REST AREA,,,14.1km North of Kyogle,false,false,,,false,false,,,-28.5063,KYOGLE,,,false,0410,true,152.967,false,"0000083,0410,A6",false,true,false,false,false,NORTHERN REGION,Wiangaree Town Rest Area,1837,SUMMERLAND WAY,0000083,false,false,true,LEFT,false,,false,WIANGAREE,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,D14A0D7A01BACF4D,COUNCIL
0101000020E610000025AFCE31205C62401C9947FE60383FC0,12549,0101000020110F0000077E44F6A22F6F41C410DDAC23EF4BC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,true,false,false,false,false,A1,,PARKING AREA,,,3.5km NorthWest of Girilambone,false,false,,,false,false,,,-31.22023,BOGAN,,,false,1065,true,146.87893,false,"0000007,1065,A1",false,false,false,false,false,WESTERN REGION,,1063,MITCHELL HIGHWAY,0000007,false,false,true,LEFT,false,,false,GIRILAMBONE,0,false,false,HEAVY VEHICLES ONLY,NONE,C745B22A0FAE2A36,RMS
0101000020E610000010751F80D4C16240D3D9C9E028093DC0,12550,0101000020110F000000A5613F64DC6F4163E46D68F4C949C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,55.5km North of Moree,false,false,,,false,false,,,-29.03578,MOREE PLAINS,,,false,3350,true,150.05719,false,"0000017,3350,A1",false,true,false,false,false,WESTERN REGION,Kiga Bore Rest Area S/B,1164,NEWELL HIGHWAY,0000017,false,false,true,RIGHT,false,,false,MOREE,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,A8371F928129CC3F,RMS
0101000020E6100000D717096D398662409D2E8B89CD773EC0,12551,0101000020110F000017A6872C25776F41A5B2C5A1A3304BC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,62.5km North of Coonamble (Aberford St),false,false,,,false,false,,,-30.46798,COONAMBLE,,,true,3180,true,148.19451,false,"0000018,3180,A1",false,true,false,false,false,WESTERN REGION,Wingadee Rest Area,1620,CASTLEREAGH HIGHWAY,0000018,false,true,true,LEFT,false,,false,WINGADEE,1,false,true,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,4CE6235C9B041BC3,RMS
0101000020E61000001092054CE04162401EF98381E73E3EC0,12552,0101000020110F0000327A298A0C036F418F74BF0FA3F84AC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,19.5km SouthEast of Bourke,false,false,,,false,false,,,-30.24572,BOURKE,,,false,1141,true,146.05863,false,"0000007,1141,A1",false,true,false,false,false,WESTERN REGION,,1107,MITCHELL HIGHWAY,0000007,false,true,true,LEFT,false,,false,BOURKE,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,6C31348FC867DF36,RMS
0101000020E6100000D2A92B9FE5686240459E245D33F540C0,12553,0101000020110F0000FA94BF6954456F4129754A68A3A64EC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A2,,INSPECTION BAY,,,7km from West Wyalong and  97km to Forbes,false,false,,,false,false,,,-33.91563,BLAND,,,true,2480,true,147.27803,false,"0000017,2480,A2",false,false,false,true,true,SOUTH WEST REGION,Five Mile Rest Area-South Bound,785,NEWELL HIGHWAY,0000017,false,false,true,RIGHT,false,,false,WYALONG,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,77D7B59DCEBFE592,RMS
0101000020E61000004EB4AB90F2D36240CB845FEAE7E140C0,12554,0101000020110F0000BAA293772AFB6F41AF8648022E7F4EC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,false,false,false,false,false,B2,,PARKING AREA,,,22km from Fish River bridge,false,false,,,false,false,,,-33.76489,BLUE MOUNTAINS,,,false,1190,true,150.62336,false,"0000005,1190,B2",false,false,false,false,false,SYDNEY WEST ZONE,Glenbrook,938,GREAT WESTERN HWY,0000005,false,false,true,LEFT,false,,false,GLENBROOK,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,866EC71304968EA6,RMS
0101000020E610000039454772F9AC6240E4BD6A65C2A741C0,12555,0101000020110F00002624B453F7B86F4101D64C6C970B50C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A2,,REST AREA,,,7km West of Bungendore,false,false,,,false,false,,,-35.31062,QUEANBEYAN-PALERANG,,,false,0160,true,149.40545,false,"0000051,0160,A2",false,true,false,false,false,SOUTHERN REGION,Carlton Dr Brooks Hill Res Bungendore,376,BATEMANS BAY-QUEANBEYAN RD,0000051,false,false,true,LEFT,false,,false,BUNGENDORE,2,false,false,LIGHT VEHICLES ONLY,WATER TRUCK,224B7A461FB61B9D,RMS
0101000020E6100000B5C35F9335DB624007EBFF1CE6133FC0,12556,0101000020110F0000EF468017C0037041C9F6DAFDEFCA4BC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A3,,REST AREA,,,2km West of Tamworth,false,false,,,false,false,,,-31.07773,TAMWORTH REGIONAL,,,true,0630,true,150.85029,false,"0000011,0630,A3",false,true,true,false,false,NORTHERN REGION,Rotary Tamworth Airport,1161,OXLEY HIGHWAY,0000011,false,false,true,RIGHT,false,,false,WESTDALE,2,false,false,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,B93277D893EC71E8,OTHER
0101000020E61000005D6DC5FEB27F62404E97C5C4E60340C0,12557,0101000020110F0000337E7EC70F6C6F41F212102208BE4CC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,0.8km E of Dandaloo St (MR347) Trangie,false,false,,,false,false,,,-32.03048,NARROMINE,,,false,0865,true,147.9906,false,"0000007,0865,A1",false,false,false,false,false,WESTERN REGION,Trangie-East approach,1047,MITCHELL HIGHWAY,0000007,false,false,true,RIGHT,false,,false,TRANGIE,0,false,false,LIGHT VEHICLES ONLY,NONE,1A8117A773542A67,OTHER
0101000020E6100000B554DE8E707A62406C04E275FD9641C0,12558,0101000020110F0000CDE867B820636F41D48F83254EF44FC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,true,false,false,false,false,B2,,PARKING AREA,,,30km from Gundagai and 149km to Albury,false,true,,,false,false,,,-35.17961,WAGGA WAGGA,,,false,1981,true,147.82624,false,"0000002,1981,B2",false,false,false,false,false,SOUTH WEST REGION,Deltroit,120,HUME HIGHWAY,0000002,false,false,true,LEFT,false,,false,MUNDARLO,0,false,false,HEAVY VEHICLES ONLY,NONE,DFEB4989DB872844,RMS
0101000020E61000009E0C8E92577062400D54C6BFCFCC41C0,12559,0101000020110F00009E35B7DCF9516F4166EDDA3E393250C1,2018-12-21 11:12:56+00,2,PRESCRIBED,BOTH,true,false,false,false,false,B1,,REST AREA,,,91km from Gundagai and  89km to Albury,false,false,,,false,false,,,-35.60009,GREATER HUME,,,true,2085,true,147.51069,false,"0000002,2085,B1",false,true,false,false,false,SOUTH WEST REGION,LITTLE BILLABONG REST AREA,33,HUME HIGHWAY,0000002,false,false,true,LEFT,false,,false,LITTLE BILLABONG,5,false,false,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,6FAAEA37C57DA7E9,RMS
0101000020E6100000EF7211DF896362409A42E735761941C0,12560,0101000020110F0000F98E635B3A3C6F41F477E5BFFBF04EC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A2,,REST AREA,,,102km from Narrandera and 34km to West Wyalong,false,false,,,false,false,,,-34.19892,COOLAMON,,,false,2380,true,147.11058,false,"0000017,2380,A2",false,false,false,false,false,SOUTH WEST REGION,Mahda Rest Area - Southbound,1589,NEWELL HIGHWAY,0000017,false,false,true,RIGHT,false,,false,ARIAH PARK,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,C3334484E2C296B7,RMS
0101000020E6100000B324404D2DB5624031EBC5504E6441C0,12562,0101000020110F0000508E8124E6C66F41916883B53A8B4FC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,true,false,false,false,false,B2,,PARKING AREA,,,7km South of Goulburn,false,false,,,false,false,,,-34.78364,GOULBURN MULWAREE,,,false,1245,false,149.66178,false,"0000002,1245,B2",false,false,false,false,false,SOUTHERN REGION,Run O Waters Sth Goulburn S/B,5,HUME HIGHWAY,0000002,false,false,true,LEFT,false,,false,RUN-O-WATERS,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,0510C4308F7442FC,RMS
0101000020E61000002C6519E2588B624077D66EBBD02441C0,12564,0101000020110F00006941ECD0D87F6F41CF5BA00750084FC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A4,,REST AREA,,,8km from Young and  63km to Cowra,false,false,,,false,false,,,-34.28762,HILLTOPS,,,false,0600,true,148.3546,true,"0000078,0600,A4",false,true,false,false,false,SOUTH WEST REGION,Lions Lookout,1220,OLYMPIC HIGHWAY,0000078,false,true,true,LEFT,false,,false,YOUNG,0,false,true,LIGHT VEHICLES ONLY,WATER TRUCK,1E70CA4D10677A4D,OTHER
0101000020E6100000DF32A7CB628C624034D769A4A53A42C0,12565,0101000020110F00004350B47E9C816F41E3D21DB192A550C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,26km South of Jindabyne,false,false,,,false,false,,,-36.45818,SNOWY MONARO REGIONAL,,,false,0020,false,148.38706,false,"0000677,0020,A1",false,true,false,false,false,SOUTHERN REGION,Ngarigo Rest Area,393,ALPINE WAY,0000677,false,false,true,RIGHT,false,,false,KOSCIUSZKO NATIONAL PARK,1,false,false,LIGHT VEHICLES ONLY,NONE,3EEFCC1119246344,NATIONAL PARKS AND WILDLIFE SERVICE
0101000020E6100000AF5A99F04BD16240A167B3EA732D41C0,12566,0101000020110F0000D106F7C0A9F66F4173D6A7C3131A4FC1,2018-12-21 11:12:56+00,2,COUNTER,,false,false,false,false,false,C1,,PARKING AREA,,,15km North of Mittagong,false,false,,,false,false,,,-34.3551,WINGECARRIBEE,,,false,0897,false,150.54052,false,"0000002,0897,C1",false,false,false,false,false,SOUTHERN REGION,1km Nth of Sierra Rd Yerrinbool N/B,25,HUME HIGHWAY,0000002,false,false,true,RIGHT,false,,false,YERRINBOOL,0,false,false,HEAVY VEHICLES ONLY,NONE,F879E8B94D381D98,RMS
0101000020E610000008AC1C5A648862409E077767ED4242C0,12568,0101000020110F0000644D90C5D37A6F41B8A5910352AE50C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,PARKING AREA,,,5km South of Thredbo,false,false,,,false,false,,,-36.52287,SNOWY MONARO REGIONAL,,,false,0040,false,148.26225,false,"0000677,0040,A1",false,false,false,false,false,SOUTHERN REGION,Cascades Information Bay,396,ALPINE WAY,0000677,false,true,true,LEFT,false,,false,KOSCIUSZKO NATIONAL PARK,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,42C33A3FE330D4BE,NATIONAL PARKS AND WILDLIFE SERVICE
0101000020E6100000B0E600C11C8D6240567DAEB662B340C0,12569,0101000020110F0000D6B52E5DD8826F41E35FF9E253204EC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,35.4km West of Cudal,false,false,,,false,false,,,-33.40145,CABONNE,,,false,0090,true,148.40976,false,"0000377,0090,A1",false,true,true,false,false,WESTERN REGION,Escort Rock Rest Area,1244,BOREE-EUGOWRA RD,0000377,false,true,true,LEFT,false,,false,EUGOWRA,1,false,true,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,8EC6D48A18C63B54,OTHER
0101000020E61000004EB9C2BB5CA862403602F1BA7E093DC0,12570,0101000020110F000037A966C421B16F4122A5DDCD47CA49C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,88km North of Moree,false,false,,,false,false,,,-29.03709,MOREE PLAINS,,,false,0230,true,149.26132,false,"0000028,0230,A1",false,false,false,false,false,WESTERN REGION,,961,CARNARVON HIGHWAY,0000028,false,false,true,RIGHT,false,,false,WEEMELAH,0,false,false,HEAVY VEHICLES ONLY,NONE,291DCA1A6D42D43E,RMS
0101000020E6100000357BA01518C962409F93DE37BED240C0,12571,0101000020110F0000A49C29F0BAE86F417DF3223938604EC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,30.29km from Lithgow,false,false,,,false,false,,,-33.64643,BLUE MOUNTAINS,,,false,1490,true,150.28419,false,"0000005,1490,A1",false,false,false,false,false,SYDNEY WEST ZONE,Sutton Park,947,GREAT WESTERN HWY,0000005,false,false,true,RIGHT,false,,false,BLACKHEATH,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,8815F5CB6492ED97,COUNCIL
0101000020E61000006A300DC347EC6240467C2766BDC03EC0,12572,0101000020110F00003BBB3DB13F1270416F5D034F9D784BC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A2,PHYSICAL SEPARATION,REST AREA,,,69.5km North of Tamworth,false,false,,,false,false,,,-30.75289,URALLA,,,false,1082,true,151.38376,false,"0000009,1082,A2",false,true,false,false,false,NORTHERN REGION,Kyabia,1133,NEW ENGLAND HIGHWAY,0000009,false,false,true,LEFT,false,OPEN,false,KENTUCKY,0,false,false,LIGHT VEHICLES ONLY,NONE,F49AD2CFF4E00426,RMS
0101000020E610000090831266DACA6240C3B645990DBE41C0,12573,0101000020110F0000728199D7B7EB6F41298B31B9D12250C1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A2,,REST AREA,,,32km North of Batemans Bay,false,false,,,false,false,,,-35.48479,SHOALHAVEN,,,true,1840,false,150.33916,false,"0000001,1840,A2",false,false,false,false,false,SOUTHERN REGION,Termeil Information Bay,3145,PRINCES HIGHWAY,0000001,false,false,true,RIGHT,false,,false,TERMEIL,0,false,false,LIGHT VEHICLES ONLY,NONE,A5FFD24FA96688A5,COUNCIL
0101000020E6100000452A8C2D04F261400551F701485541C0,12574,0101000020110F0000393A7025667B6E41448910992D6C4FC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,128km from Hay and  3km to Balranald,true,false,,,false,false,,,-34.66626,MURRAY RIVER,,,false,0441,true,143.56301,false,"0000014,0441,A1",false,true,false,false,false,SOUTH WEST REGION,Information Bay Junction MR694,258,STURT HIGHWAY,0000014,false,true,true,LEFT,false,OPEN,false,BALRANALD,0,true,true,LIGHT VEHICLES ONLY,NONE,86F833E569E6FB86,RMS
